ID_Ticket,ID_Empresa,ID_Tecnico,Fecha_Solicitud,Fecha_Resolucion,Tipo_Servicio,Horas_Facturadas,Costo_Repuestos_USD,Tiempo_Resolucion_Horas,Ingreso_Total_USD,Nombre_Empresa,Tamano_Flota,Tipo_Contrato,Fecha_Alta,Nombre_Tecnico,Especialidad,Seniority
TK-113644,7464,160,2025-10-15 09:33:34,2025-10-16 15:33:34,Preventivo,2.4,105.92,30.0,237.92000000000002,Moyano-Cordoba,10,Pay-per-use,2024-08-05,Mateo Ezequiel Juan Ignacio Aguero Martinez,Mecanica General,Junior
TK-113645,6021,650,2024-05-17 13:20:46,2024-05-17 18:20:46,Preventivo,1.6,143.91,5.0,231.91,Juarez-Flores,50,Suscripcion,2026-04-17,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-113646,9279,691,2025-05-07 09:44:24,2025-05-07 14:44:24,Preventivo,2.0,50.94,5.0,160.94,"Gonzalez, Diaz and Ferreyra",10,Pay-per-use,2025-09-04,Juan Rojas Torres,Alta Tension,Junior
TK-113647,5669,456,2026-01-30 02:54:52,2026-02-02 04:54:52,Correctivo Mecanico,4.8,913.39,74.0,1177.3899999999999,Benitez PLC,100,Suscripcion,2026-05-08,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-113648,3293,468,2025-12-26 13:38:40,2025-12-26 20:38:40,Preventivo,1.7,96.71,7.0,190.20999999999998,"Molina, Lopez and Paez",10,Pay-per-use,2026-02-02,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113649,9085,933,2026-03-23 11:53:52,2026-03-25 16:53:52,Correctivo Software,10.8,735.87,53.0,1329.87,Navarro Inc,10,Suscripcion,2024-01-04,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-113650,9830,990,2025-06-19 06:45:05,2025-06-19 10:45:05,Preventivo,3.0,140.11,4.0,305.11,Cardozo-Flores,10,Suscripcion,2025-11-03,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-113651,1090,109,2025-05-05 09:30:49,2025-05-06 13:30:49,Preventivo,1.7,68.61,28.0,162.11,Vargas and Sons,10,Pay-per-use,2024-02-09,Valentino Maldonado,Mecanica General,Semi-Senior
TK-113652,8564,327,2026-02-23 18:09:45,2026-02-25 22:09:45,Correctivo Mecanico,11.8,348.32,52.0,997.3199999999999,Rodriguez Group,10,Suscripcion,2024-10-01,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-113653,2133,887,2024-06-24 03:27:52,2024-06-26 10:27:52,Correctivo Mecanico,6.4,354.32,55.0,706.3199999999999,Carrizo-Fernandez,200,Suscripcion,2024-08-24,Lola Cardozo Ledesma,Alta Tension,Junior
TK-113654,7594,323,2024-07-17 16:32:13,2024-07-18 22:32:13,Preventivo,2.8,105.05,30.0,259.05,Gimenez-Aguirre,50,Pay-per-use,2023-09-13,Santino Rivero,Alta Tension,Junior
TK-113655,8564,701,2024-06-24 09:55:26,2024-06-26 13:55:26,Correctivo Mecanico,11.7,573.34,52.0,1216.8400000000001,Rodriguez Group,10,Suscripcion,2024-10-01,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-113656,3306,468,2024-12-08 18:48:04,2024-12-10 00:48:04,Correctivo Mecanico,10.2,1379.36,30.0,1940.36,Mendez Ltd,25,Suscripcion,2026-03-24,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113657,8635,131,2026-02-16 12:43:40,2026-02-18 17:43:40,Correctivo Mecanico,3.8,1072.76,53.0,1281.76,Cordoba Ltd,10,Suscripcion,2025-05-10,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-113658,6339,869,2025-09-29 17:01:02,2025-10-05 01:01:02,Correctivo Mecanico,5.4,715.35,128.0,1012.35,Garcia-Caceres,10,Suscripcion,2024-11-29,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-113659,4728,780,2024-08-04 01:54:49,2024-08-05 07:54:49,Preventivo,1.3,99.38,30.0,170.88,"Rodriguez, Suarez and Pereyra",10,Pay-per-use,2025-12-29,Mateo Tomas Ortiz Moreno,Alta Tension,Semi-Senior
TK-113660,7841,342,2025-01-26 22:57:33,2025-01-30 06:57:33,Correctivo Mecanico,4.7,270.53,80.0,529.03,Fernandez-Romero,10,Suscripcion,2024-12-22,Nina Salvador Sosa,Software,Semi-Senior
TK-113661,8147,311,2025-08-17 13:40:19,2025-08-18 21:40:19,Correctivo Software,6.8,1285.07,32.0,1659.07,Medina Inc,200,Suscripcion,2024-09-09,Luciana Franco Rojas,Mecanica General,Junior
TK-113662,2033,711,2024-07-27 14:01:38,2024-07-28 22:01:38,Preventivo,2.8,60.01,32.0,214.01,"Ramos, Medina and Garcia",25,Suscripcion,2023-07-19,Sr(a). Juan Cruz Vega,Software,Senior
TK-113663,5934,349,2026-02-10 08:27:06,2026-02-10 15:27:06,Preventivo,2.6,111.59,7.0,254.59,Gonzalez Group,10,Pay-per-use,2026-01-28,Sr(a). Nicolas Romero,Software,Senior
TK-113664,2341,131,2024-12-24 15:07:25,2024-12-29 21:07:25,Correctivo Software,7.9,1159.7,126.0,1594.2,"Acosta, Quiroga and Rodriguez",50,Suscripcion,2025-10-04,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-113665,8066,327,2025-07-26 03:00:22,2025-07-26 09:00:22,Preventivo,1.4,63.12,6.0,140.12,Duarte LLC,10,Suscripcion,2026-01-04,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-113666,7154,288,2025-05-21 21:35:21,2025-05-21 23:35:21,Preventivo,1.1,104.04,2.0,164.54000000000002,Castillo Ltd,10,Pay-per-use,2025-08-26,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-113667,6246,656,2025-10-31 07:57:43,2025-11-01 11:57:43,Correctivo Software,11.4,887.56,28.0,1514.56,Torres Group,25,Pay-per-use,2023-07-22,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-113668,8744,763,2025-01-25 06:23:54,2025-01-25 10:23:54,Preventivo,2.7,129.61,4.0,278.11,Caceres Group,50,Pay-per-use,2024-03-02,Agostina Lopez Velazquez,Mecanica General,Senior
TK-113669,8657,301,2026-03-15 06:21:37,2026-03-16 09:21:37,Preventivo,2.0,69.89,27.0,179.89,Chavez PLC,25,Suscripcion,2023-06-22,Juan Ignacio Carrizo,Software,Semi-Senior
TK-113670,6908,407,2024-06-29 04:58:43,2024-07-01 09:58:43,Correctivo Software,9.1,1099.53,53.0,1600.03,Moyano PLC,10,Suscripcion,2025-07-08,Alma Valentina Gomez Farias,Mecanica General,Semi-Senior
TK-113671,8811,675,2024-08-15 06:13:58,2024-08-16 11:13:58,Correctivo Software,7.1,1245.04,29.0,1635.54,"Ayala, Pereyra and Rodriguez",10,Pay-per-use,2025-07-08,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-113672,1251,347,2025-12-09 01:47:35,2025-12-10 03:47:35,Preventivo,1.8,130.57,26.0,229.57,Maidana Ltd,25,Suscripcion,2023-11-10,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-113673,6912,990,2025-08-10 00:26:13,2025-08-11 07:26:13,Correctivo Mecanico,4.9,208.8,31.0,478.3,Sanchez Ltd,100,Suscripcion,2025-08-18,Juan Pablo Arias,Mecanica General,Semi-Senior
TK-113674,4684,396,2025-10-18 18:20:48,2025-10-24 02:20:48,Correctivo Software,9.5,233.04,128.0,755.54,Vazquez-Vega,10,Pay-per-use,2026-04-18,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-113675,3417,724,2025-06-13 16:46:06,2025-06-18 17:46:06,Correctivo Mecanico,6.3,349.99,121.0,696.49,"Gonzalez, Mendez and Fernandez",200,Pay-per-use,2023-11-29,Mateo Fernandez,Alta Tension,Senior
TK-113676,5352,711,2025-12-08 05:06:37,2025-12-08 07:06:37,Preventivo,1.1,74.46,2.0,134.96,Rodriguez and Sons,25,Suscripcion,2024-08-31,Sr(a). Juan Cruz Vega,Software,Senior
TK-113677,2824,344,2025-11-20 19:19:10,2025-11-20 22:19:10,Preventivo,2.0,56.99,3.0,166.99,Villalba and Sons,10,Pay-per-use,2024-04-22,Juan Ignacio Thiago Fernandez Alvarez,Mecanica General,Junior
TK-113678,5961,301,2024-06-23 02:44:47,2024-06-24 04:44:47,Preventivo,1.3,146.05,26.0,217.55,Luna-Sosa,200,Pay-per-use,2023-09-04,Juan Ignacio Carrizo,Software,Semi-Senior
TK-113679,8780,319,2025-11-08 20:38:22,2025-11-13 03:38:22,Correctivo Software,9.6,289.92,103.0,817.9200000000001,Torres Ltd,100,Pay-per-use,2023-10-29,Victoria Federico Arias,Software,Semi-Senior
TK-113680,3527,131,2024-10-19 05:03:20,2024-10-20 11:03:20,Correctivo Software,11.8,302.78,30.0,951.78,"Alvarez, Sosa and Gomez",10,Suscripcion,2024-09-01,Juana Victoria Rojas,Mecanica General,Semi-Senior
TK-113681,8744,711,2025-06-17 22:14:10,2025-06-22 00:14:10,Correctivo Software,9.5,1382.46,98.0,1904.96,Caceres Group,50,Pay-per-use,2024-03-02,Sr(a). Juan Cruz Vega,Software,Senior
TK-113682,3178,587,2024-09-01 21:33:48,2024-09-05 01:33:48,Correctivo Software,4.7,488.76,76.0,747.26,"Guzman, Gomez and Toledo",10,Pay-per-use,2025-01-11,Simon Quiroga Sanchez,Mecanica General,Senior
TK-113683,7825,890,2025-07-23 11:44:04,2025-07-26 15:44:04,Correctivo Mecanico,8.2,1296.52,76.0,1747.52,Dominguez Inc,50,Pay-per-use,2025-08-02,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-113684,1320,933,2025-12-09 00:52:59,2025-12-09 03:52:59,Preventivo,2.8,101.73,3.0,255.73000000000002,"Alvarez, Gonzalez and Sosa",25,Suscripcion,2025-01-06,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-113685,5216,828,2025-06-01 15:31:30,2025-06-03 20:31:30,Correctivo Mecanico,9.2,1304.84,53.0,1810.84,Martin-Moreno,25,Suscripcion,2025-06-12,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113686,6511,728,2024-08-26 21:06:31,2024-08-31 00:06:31,Correctivo Mecanico,7.0,1450.92,99.0,1835.92,"Rivero, Rojas and Vega",10,Suscripcion,2024-08-19,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113687,4918,915,2024-11-02 13:31:53,2024-11-07 17:31:53,Correctivo Mecanico,10.5,335.4,124.0,912.9,Martin-Caceres,25,Suscripcion,2024-03-08,Santino Gomez,Mecanica General,Junior
TK-113688,9488,109,2026-04-08 03:21:43,2026-04-08 11:21:43,Preventivo,1.8,139.19,8.0,238.19,Sanchez and Sons,10,Suscripcion,2024-09-24,Valentino Maldonado,Mecanica General,Semi-Senior
TK-113689,7850,890,2025-10-19 17:58:46,2025-10-21 01:58:46,Correctivo Software,10.6,1408.74,32.0,1991.74,Soto and Sons,10,Pay-per-use,2024-10-01,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-113690,5978,607,2025-09-21 18:39:19,2025-09-22 01:39:19,Preventivo,2.4,137.75,7.0,269.75,Toledo Inc,50,Suscripcion,2025-09-24,Sr(a). Franco Perez,Alta Tension,Junior
TK-113691,2196,396,2026-03-05 21:34:29,2026-03-06 03:34:29,Preventivo,2.5,54.04,6.0,191.54,Flores Ltd,10,Pay-per-use,2023-08-19,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-113692,3053,675,2024-09-10 03:36:05,2024-09-13 10:36:05,Correctivo Mecanico,5.2,760.95,79.0,1046.95,Moreno-Acosta,100,Suscripcion,2026-04-02,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-113693,3347,887,2025-01-01 15:24:52,2025-01-05 18:24:52,Correctivo Mecanico,6.5,1429.86,99.0,1787.36,"Dominguez, Rodriguez and Villalba",25,Suscripcion,2023-06-28,Lola Cardozo Ledesma,Alta Tension,Junior
TK-113694,3267,327,2025-09-12 21:36:34,2025-09-13 00:36:34,Preventivo,2.0,120.72,3.0,230.72,Rodriguez-Suarez,10,Pay-per-use,2024-12-08,Sr(a). Tomàs Ruiz,Mecanica General,Senior
TK-113695,1436,601,2025-01-09 09:48:08,2025-01-13 15:48:08,Correctivo Software,11.9,464.13,102.0,1118.63,"Herrera, Martin and Vargas",25,Suscripcion,2025-10-26,Dr(a). Matias Cabrera,Software,Semi-Senior
TK-113696,7912,712,2025-11-22 12:09:23,2025-11-23 16:09:23,Preventivo,1.9,75.85,28.0,180.35,Gonzalez and Sons,10,Suscripcion,2024-05-07,Clara Rojas,Mecanica General,Semi-Senior
TK-113697,9856,323,2026-05-10 08:35:03,2026-05-10 12:35:03,Preventivo,1.1,132.12,4.0,192.62,Alvarez-Villalba,25,Pay-per-use,2026-04-16,Santino Rivero,Alta Tension,Junior
TK-113698,7797,245,2024-05-17 22:37:43,2024-05-17 23:37:43,Preventivo,1.4,144.91,1.0,221.91,Ruiz LLC,10,Suscripcion,2024-05-12,Josefina Facundo Diaz Suarez,Mecanica General,Junior
TK-113699,3471,344,2026-01-28 16:09:49,2026-01-30 21:09:49,Correctivo Mecanico,3.8,1075.26,53.0,1284.26,Alvarez and Sons,10,Pay-per-use,2024-04-08,Juan Ignacio Thiago Fernandez Alvarez,Mecanica General,Junior
TK-113700,5451,712,2025-05-24 14:35:46,2025-05-28 21:35:46,Correctivo Software,5.1,590.72,103.0,871.22,Sanchez-Rojas,25,Suscripcion,2023-12-12,Clara Rojas,Mecanica General,Semi-Senior
TK-113701,2627,869,2025-09-09 08:18:55,2025-09-10 15:18:55,Correctivo Software,8.1,1295.56,31.0,1741.06,"Torres, Mendoza and Moreno",10,Pay-per-use,2023-08-14,Juana Angel Gabriel Acosta,Alta Tension,Junior
TK-113702,6925,710,2025-10-29 03:25:36,2025-11-01 08:25:36,Correctivo Software,5.5,268.99,77.0,571.49,"Lopez, Rodriguez and Dominguez",25,Suscripcion,2024-08-03,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-113703,7511,933,2024-10-15 19:41:38,2024-10-17 00:41:38,Preventivo,2.9,133.83,29.0,293.33000000000004,"Torres, Arias and Gonzalez",10,Suscripcion,2025-08-22,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-113704,3353,349,2024-08-10 00:42:19,2024-08-11 03:42:19,Preventivo,1.1,96.31,27.0,156.81,Guzman-Sanchez,50,Suscripcion,2024-10-29,Sr(a). Nicolas Romero,Software,Senior
TK-113705,5037,728,2024-07-04 01:59:45,2024-07-06 05:59:45,Correctivo Mecanico,11.8,216.44,52.0,865.44,"Rodriguez, Perez and Alvarez",10,Suscripcion,2026-01-20,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113706,5719,301,2024-05-12 23:02:34,2024-05-14 04:02:34,Preventivo,2.2,115.81,29.0,236.81,Lucero-Suarez,25,Suscripcion,2023-06-25,Juan Ignacio Carrizo,Software,Semi-Senior
TK-113707,3541,711,2024-09-08 18:54:56,2024-09-12 23:54:56,Correctivo Software,9.7,1338.43,101.0,1871.93,Lopez-Hernandez,50,Suscripcion,2023-11-03,Sr(a). Juan Cruz Vega,Software,Senior
TK-113708,4555,656,2025-08-24 21:51:03,2025-08-30 00:51:03,Correctivo Mecanico,10.2,1263.12,123.0,1824.12,Diaz-Barrios,50,Suscripcion,2024-08-24,Juan Pablo Matilda Coronel Benitez,Software,Junior
TK-113709,4777,712,2026-03-27 08:53:04,2026-04-01 13:53:04,Correctivo Software,2.7,1125.4,125.0,1273.9,Muñoz LLC,25,Suscripcion,2023-11-13,Clara Rojas,Mecanica General,Semi-Senior
TK-113710,6464,607,2024-08-14 22:37:20,2024-08-15 04:37:20,Preventivo,3.0,51.01,6.0,216.01,Olivera PLC,10,Suscripcion,2024-03-25,Sr(a). Franco Perez,Alta Tension,Junior
TK-113711,5934,468,2025-06-20 16:34:19,2025-06-22 00:34:19,Preventivo,3.0,107.71,32.0,272.71,Gonzalez Group,10,Pay-per-use,2026-01-28,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113712,8916,342,2024-07-27 04:02:46,2024-07-31 09:02:46,Correctivo Mecanico,4.6,1446.34,101.0,1699.34,"Suarez, Gonzalez and Molina",25,Suscripcion,2023-05-30,Nina Salvador Sosa,Software,Semi-Senior
TK-113713,2196,710,2024-11-20 22:37:57,2024-11-21 00:37:57,Preventivo,1.8,80.15,2.0,179.15,Flores Ltd,10,Pay-per-use,2023-08-19,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-113714,3353,272,2024-10-18 14:41:13,2024-10-23 17:41:13,Correctivo Mecanico,8.0,1279.48,123.0,1719.48,Guzman-Sanchez,50,Suscripcion,2024-10-29,Tiziano Ramos,Software,Semi-Senior
TK-113715,3541,319,2024-08-01 09:45:07,2024-08-02 13:45:07,Preventivo,1.9,98.66,28.0,203.16,Lopez-Hernandez,50,Suscripcion,2023-11-03,Victoria Federico Arias,Software,Semi-Senior
TK-113716,6224,933,2025-05-15 21:34:32,2025-05-17 01:34:32,Preventivo,2.0,143.7,28.0,253.7,"Luna, Carrizo and Sanchez",25,Suscripcion,2024-08-22,Bastian Salvador Carrizo Sanchez,Alta Tension,Junior
TK-113717,8708,890,2024-06-01 02:00:19,2024-06-01 04:00:19,Preventivo,1.9,62.86,2.0,167.36,"Ferreyra, Avila and Lopez",25,Suscripcion,2025-11-06,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-113718,9159,675,2026-02-18 17:31:24,2026-02-18 23:31:24,Preventivo,2.5,117.2,6.0,254.7,"Molina, Moreno and Sanchez",10,Pay-per-use,2024-05-26,Dr(a). Renata Aguirre,Software,Semi-Senior
TK-113719,6460,607,2025-06-09 19:15:23,2025-06-13 03:15:23,Correctivo Mecanico,8.1,911.02,80.0,1356.52,Carrizo-Mendez,25,Pay-per-use,2024-10-05,Sr(a). Franco Perez,Alta Tension,Junior
TK-113720,7594,691,2025-04-22 15:42:17,2025-04-22 21:42:17,Preventivo,1.2,52.37,6.0,118.37,Gimenez-Aguirre,50,Pay-per-use,2023-09-13,Juan Rojas Torres,Alta Tension,Junior
TK-113721,2336,536,2025-03-12 09:48:43,2025-03-13 15:48:43,Preventivo,1.9,56.35,30.0,160.85,Acosta-Flores,10,Pay-per-use,2025-12-10,Francisco Ruiz,Alta Tension,Semi-Senior
TK-113722,6123,468,2024-06-25 03:49:38,2024-06-26 04:49:38,Preventivo,2.0,107.01,25.0,217.01,Coronel Group,100,Suscripcion,2025-07-19,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113723,9540,607,2026-05-02 05:05:48,2026-05-02 08:05:48,Preventivo,1.3,50.41,3.0,121.91,Ramirez LLC,10,Suscripcion,2023-08-14,Sr(a). Franco Perez,Alta Tension,Junior
TK-113724,2692,607,2024-08-15 13:06:23,2024-08-15 21:06:23,Preventivo,2.0,114.34,8.0,224.34,Gomez PLC,25,Pay-per-use,2023-10-03,Sr(a). Franco Perez,Alta Tension,Junior
TK-113725,6295,747,2024-12-31 21:21:40,2025-01-01 05:21:40,Preventivo,2.5,135.75,8.0,273.25,"Sanchez, Benitez and Herrera",25,Suscripcion,2026-01-16,Lucía Thiago Rodriguez Arias,Mecanica General,Semi-Senior
TK-113726,8056,396,2025-03-23 03:52:21,2025-03-25 06:52:21,Correctivo Mecanico,10.8,504.97,51.0,1098.97,Martinez Group,25,Pay-per-use,2025-10-07,Dr(a). Oriana Gutierrez,Mecanica General,Semi-Senior
TK-113727,2768,349,2025-05-23 15:33:45,2025-05-26 21:33:45,Correctivo Mecanico,3.1,1116.05,78.0,1286.55,Vera-Acosta,50,Suscripcion,2023-09-14,Sr(a). Nicolas Romero,Software,Senior
TK-113728,7850,890,2024-10-02 21:12:17,2024-10-05 01:12:17,Correctivo Mecanico,4.0,1423.99,52.0,1643.99,Soto and Sons,10,Pay-per-use,2024-10-01,Sr(a). Lautaro Gonzalez,Alta Tension,Semi-Senior
TK-113729,5978,207,2026-02-09 01:20:10,2026-02-13 07:20:10,Correctivo Software,6.3,248.06,102.0,594.56,Toledo Inc,50,Suscripcion,2025-09-24,Ciro Thiago Daniel Gomez Acuña,Mecanica General,Junior
TK-113730,3060,724,2024-11-11 09:44:59,2024-11-11 12:44:59,Preventivo,1.8,145.9,3.0,244.9,Dominguez PLC,10,Suscripcion,2024-01-23,Mateo Fernandez,Alta Tension,Senior
TK-113731,1387,763,2026-02-25 17:11:24,2026-02-27 22:11:24,Correctivo Mecanico,8.0,1020.38,53.0,1460.38,"Lopez, Romero and Guzman",10,Suscripcion,2024-07-18,Agostina Lopez Velazquez,Mecanica General,Senior
TK-113732,2946,650,2026-03-02 09:10:40,2026-03-07 10:10:40,Correctivo Software,5.5,444.89,121.0,747.39,Bravo Group,10,Pay-per-use,2024-12-11,Lautaro Benjamin Morena Fernandez,Mecanica General,Semi-Senior
TK-113733,7532,828,2025-07-11 13:57:45,2025-07-12 20:57:45,Preventivo,1.2,101.69,31.0,167.69,Coronel PLC,25,Suscripcion,2025-09-30,Milena Paulina Peralta Aguirre,Mecanica General,Semi-Senior
TK-113734,5246,712,2024-12-01 02:11:24,2024-12-04 10:11:24,Correctivo Mecanico,7.1,769.97,80.0,1160.47,Mansilla LLC,25,Suscripcion,2025-07-29,Clara Rojas,Mecanica General,Semi-Senior
TK-113735,1298,319,2026-02-10 03:43:22,2026-02-10 08:43:22,Preventivo,1.3,143.66,5.0,215.16,Sanchez-Duarte,25,Pay-per-use,2024-10-23,Victoria Federico Arias,Software,Semi-Senior
TK-113736,1842,349,2025-08-31 21:03:09,2025-09-02 04:03:09,Preventivo,2.0,94.19,31.0,204.19,Juarez-Sosa,25,Pay-per-use,2025-10-25,Sr(a). Nicolas Romero,Software,Senior
TK-113737,3546,536,2025-10-24 03:06:39,2025-10-25 06:06:39,Correctivo Mecanico,4.5,965.81,27.0,1213.31,Garcia-Diaz,10,Suscripcion,2024-10-25,Francisco Ruiz,Alta Tension,Semi-Senior
TK-113738,2503,288,2025-04-19 00:21:03,2025-04-19 03:21:03,Preventivo,2.5,53.97,3.0,191.47,"Pereyra, Torres and Acosta",25,Suscripcion,2024-01-11,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-113739,3417,456,2026-03-11 09:08:56,2026-03-11 11:08:56,Preventivo,1.0,143.1,2.0,198.1,"Gonzalez, Mendez and Fernandez",200,Pay-per-use,2023-11-29,Simon Toledo Ramos,Mecanica General,Semi-Senior
TK-113740,2129,288,2025-10-06 03:21:22,2025-10-07 08:21:22,Preventivo,1.6,136.34,29.0,224.34,"Moreno, Gonzalez and Flores",25,Pay-per-use,2025-06-11,Santino Benjamin Lorenzo Gonzalez,Alta Tension,Junior
TK-113741,5288,422,2025-09-04 07:02:45,2025-09-05 15:02:45,Preventivo,1.2,103.08,32.0,169.07999999999998,Vega-Diaz,10,Suscripcion,2025-12-17,Ana Paula Guzman,Mecanica General,Junior
TK-113742,8056,468,2024-08-16 14:55:37,2024-08-17 16:55:37,Preventivo,2.7,126.32,26.0,274.82,Martinez Group,25,Pay-per-use,2025-10-07,Sr(a). Santino Martinez,Mecanica General,Senior
TK-113743,9316,323,2025-04-13 18:02:03,2025-04-17 00:02:03,Correctivo Mecanico,3.9,865.11,78.0,1079.6100000000001,"Gonzalez, Hernandez and Gonzalez",10,Suscripcion,2025-01-01,Santino Rivero,Alta Tension,Junior
TK-113744,8260,827,2024-09-03 12:36:25,2024-09-04 18:36:25,Correctivo Mecanico,3.8,947.67,30.0,1156.67,"Gomez, Ferreyra and Rojas",50,Pay-per-use,2023-06-03,Pilar Rodriguez,Mecanica General,Senior
TK-113745,4502,323,2025-09-19 01:57:07,2025-09-24 08:57:07,Correctivo Mecanico,6.4,1456.95,127.0,1808.95,Mendoza-Lopez,10,Pay-per-use,2023-05-15,Santino Rivero,Alta Tension,Junior
TK-113746,2562,347,2024-05-29 18:06:33,2024-05-30 23:06:33,Preventivo,2.3,52.71,29.0,179.20999999999998,"Ayala, Martinez and Mendoza",10,Suscripcion,2026-04-21,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-113747,5065,701,2024-10-03 11:26:43,2024-10-04 15:26:43,Correctivo Software,8.5,489.9,28.0,957.4,Fernandez-Quiroga,25,Suscripcion,2024-12-26,Lautaro Farias Rios,Mecanica General,Semi-Senior
TK-113748,5246,342,2024-08-30 23:35:56,2024-09-05 05:35:56,Correctivo Mecanico,4.6,619.45,126.0,872.45,Mansilla LLC,25,Suscripcion,2025-07-29,Nina Salvador Sosa,Software,Semi-Senior
TK-113749,7201,347,2026-02-07 17:15:25,2026-02-09 00:15:25,Preventivo,1.9,51.11,31.0,155.61,Molina Ltd,10,Suscripcion,2025-12-27,Milagros Thiago Agustin Caceres Rodriguez,Alta Tension,Semi-Senior
TK-113750,3286,342,2025-12-12 06:41:56,2025-12-15 09:41:56,Correctivo Software,8.5,1121.16,75.0,1588.66,"Gomez, Villalba and Molina",50,Suscripcion,2025-11-14,Nina Salvador Sosa,Software,Semi-Senior
TK-113751,2341,536,2025-10-05 14:25:11,2025-10-08 22:25:11,Correctivo Mecanico,4.1,384.78,80.0,610.28,"Acosta, Quiroga and Rodriguez",50,Suscripcion,2025-10-04,Francisco Ruiz,Alta Tension,Semi-Senior
TK-113752,4618,762,2024-11-15 21:00:46,2024-11-17 05:00:46,Correctivo Mecanico,8.4,738.96,32.0,1200.96,Campos Group,10,Suscripcion,2024-01-04,Nahiara Romero,Alta Tension,Senior
TK-113753,3481,998,2024-09-22 13:51:47,2024-09-22 15:51:47,Preventivo,1.1,120.62,2.0,181.12,Ledesma-Ramirez,10,Suscripcion,2025-12-16,Facundo Pilar Nuñez Aguero,Alta Tension,Junior
TK-113754,6862,245,2025-06-14 05:42:28,2025-06-14 09:42:28,Preventivo,1.2,73.26,4.0,139.26,Castillo Ltd,10,Pay-per-use,2023-10-18,Josefina Facundo Diaz Suarez,Mecanica General,Junior
TK-113755,1828,691,2025-12-10 00:00:34,2025-12-12 06:00:34,Correctivo Software,4.5,1065.89,54.0,1313.39,Aguirre-Cruz,10,Pay-per-use,2026-02-21,Juan Rojas Torres,Alta Tension,Junior
TK-113756,1320,422,2025-11-07 08:24:02,2025-11-10 14:24:02,Correctivo Mecanico,4.6,1094.42,78.0,1347.42,"Alvarez, Gonzalez and Sosa",25,Suscripcion,2025-01-06,Ana Paula Guzman,Mecanica General,Junior
TK-113757,7484,827,2025-07-11 13:15:00,2025-07-12 16:15:00,Correctivo Mecanico,9.2,635.46,27.0,1141.46,Gonzalez-Guzman,50,Pay-per-use,2023-07-27,Pilar Rodriguez,Mecanica General,Senior
TK-113758,7590,710,2024-10-15 13:11:28,2024-10-17 15:11:28,Correctivo Mecanico,9.2,1346.94,50.0,1852.94,Martinez-Diaz,100,Pay-per-use,2023-08-07,Dante Pedro Suarez,Mecanica General,Semi-Senior
TK-113759,2502,344,2025-05-17 18:36:47,2025-05-21 00:36:47,Correctivo Software,4.6,860.76,78.0,1113.76,Maldonado LLC,25,Suscripcion,2023-06-22,Juan Ignacio Thiago Fernandez Alvarez,Mecanica General,Junior
TK-113760,5065,728,2025-05-21 02:55:16,2025-05-21 10:55:16,Preventivo,2.8,66.77,8.0,220.76999999999998,Fernandez-Quiroga,25,Suscripcion,2024-12-26,Tomàs Pedro Gonzalez,Alta Tension,Semi-Senior
TK-113761,4918,422,2024-12-24 05:02:37,2024-12-27 09:02:37,Correctivo Mecanico,9.1,898.67,76.0,1399.17,Martin-Caceres,25,Suscripcion,2024-03-08,Ana Paula Guzman,Mecanica General,Junior
